249,706646,522710,906,961623,875,true,false,false
45,1216300,254798,828,1638743,75,true,false,false
157,1289690,435859,719,1686977,25,true,false,false
62,908901,792101,562,1253758,25,true,false,false
111,1167580,319264,938,1566798,875,true,false,false
127,1771570,1048884,25,2357369,true,false,false
