80,1494250,0000,5355589,0000,1833373,7500,true,true,false
224,1476730,0000,118186,4922,1351839,2500,true,false,false
129,2134880,0000,3682670,0000,2217901,5000,true,false,false
51,7422830,0000,4250750,0000,7717941,5000,true,true,false
99,3273640,0000,1793602,2500,3204196,0000,true,false,false
117,4222810,0000,3102166,5000,4203654,5000,true,false,false
171,1632520,0000,579227,0625,1544205,0000,true,false,false
62,7482680,0000,7598876,0000,7957039,0000,true,true,false
78,1436440,0000,6129389,0000,2365860,0000,true,true,false
142,4500550,0000,1975533,0000,3773221,0000,true,false,false
79,1395740,0000,5755402,0000,2066127,5000,true,true,false
